Year,Month,Season,Vehicle_Type,Region,City,Latitude,Longitude,Sales,Price,Advertising_Expenditure,Unemployment_Rate,GDP,Recession,Revenue
2022,8,Summer,Electric,East,Baltimore,39.2904,-76.6122,200.81,42.05,44.45,4.91,80.17,0,8445.01
2019,10,Fall,Electric,Central,Denver,39.7392,-104.9903,181.35,55.79,67.6,4.67,78.09,0,10117.87
2015,11,Fall,SUV,West,Los Angeles,34.0522,-118.2437,142.63,37.78,32.3,5.18,63.88,0,5388.21
2021,3,Spring,Van,East,Washington,38.9072,-77.0369,52.28,33.2,80.5,9.84,64.7,1,1735.88
2019,12,Winter,Truck,East,Baltimore,39.2904,-76.6122,133.62,41.76,58.47,4.48,72.45,0,5579.93
2016,8,Summer,Coupe,North,Detroit,42.3314,-83.0458,116.68,33.85,49.55,3.72,70.16,0,3949.42
2018,6,Summer,Electric,East,Baltimore,39.2904,-76.6122,191.3,46.71,51.47,6.09,75.9,0,8935.92
2019,1,Winter,Hybrid,West,Los Angeles,34.0522,-118.2437,135.9,26.36,66.89,4.97,77.13,0,3581.56
2021,10,Fall,Truck,West,San Francisco,37.7749,-122.4194,171.67,29.11,52.81,5.74,84.81,0,4997.45
2019,11,Fall,Van,South,Dallas,32.7767,-96.797,110.16,28.01,67.49,6.49,77.24,0,3085.32
2022,3,Spring,Sedan,East,Baltimore,39.2904,-76.6122,179.21,28.32,66.19,5.08,82.87,0,5075.24
2016,9,Fall,Truck,East,Charlotte,35.2271,-80.8431,134.2,47.85,40.79,4.64,71.13,0,6421.17
2022,8,Summer,Coupe,Central,St. Louis,38.627,-90.1994,402.6374186423754,32.63,53.18,4.23,81.85,0,4240.97
2018,6,Summer,Truck,East,Baltimore,39.2904,-76.6122,158.68,39.86,39.26,6.88,77.79,0,6324.27
2016,10,Fall,Truck,West,Phoenix,33.4484,-112.074,132.6,42.68,59.54,3.9,69.23,0,5659.99
2021,8,Summer,SUV,East,Washington,38.9072,-77.0369,180.08,40.4,51.18,4.87,74.38,0,7274.42
2019,3,Spring,Coupe,Central,Minneapolis,44.9778,-93.265,110.93,16.41,68.58,6.8,76.55,0,1820.64
2016,12,Winter,Van,West,Los Angeles,34.0522,-118.2437,85.14,29.64,55.89,7.76,74.68,0,2523.62
2016,12,Winter,Van,South,Houston,29.7604,-95.3698,112.67,27.37,46.79,4.13,74.31,0,3083.97
2016,6,Summer,Truck,North,Chicago,41.8781,-87.6298,132.44,36.31,52.77,4.57,65.28,0,4808.47
2016,12,Winter,Hybrid,West,Phoenix,33.4484,-112.074,113.4,27.53,47.46,5.6,73.42,0,3121.82
2021,10,Fall,Electric,Central,Denver,39.7392,-104.9903,153.63,47.31,43.78,5.9,80.38,0,7267.83
2019,1,Winter,Electric,West,Seattle,47.6062,-122.3321,144.14,37.88,45.73,5.2,79.18,0,5459.44
2019,6,Summer,SUV,West,Phoenix,33.4484,-112.074,144.56,35.73,28.93,4.79,71.68,0,5165.54
2021,9,Fall,Truck,Central,Kansas City,39.0997,-94.5786,37.70599081058726,49.73,45.12,5.93,77.14,0,7253.63
2018,7,Summer,SUV,Central,Denver,39.7392,-104.9903,460.67807852973095,41.86,36.96,4.1,75.63,0,8658.31
2019,12,Winter,Sedan,North,Detroit,42.3314,-83.0458,102.15,25.43,58.85,5.51,75.07,0,2597.09
2019,6,Summer,Hatchback,South,Houston,29.7604,-95.3698,125.55,20.3,46.18,6.2,73.42,0,2549.13
2023,4,Spring,SUV,South,Dallas,32.7767,-96.797,180.71,33.59,39.21,4.13,86.7,0,6069.7
2023,2,Winter,SUV,Central,Kansas City,39.0997,-94.5786,157.96,35.71,37.3,3.72,78.38,0,5641.1
2023,12,Winter,Coupe,East,Philadelphia,39.9526,-75.1652,108.27,33.02,35.96,3.0,84.03,0,3574.51
2023,2,Winter,Truck,South,Dallas,32.7767,-96.797,140.69,38.92,52.27,4.56,82.52,0,5476.05
2021,5,Spring,Coupe,West,San Francisco,37.7749,-122.4194,51.42,36.62,37.01,9.99,70.63,1,1882.72
2023,10,Fall,SUV,East,Philadelphia,39.9526,-75.1652,173.03,36.32,66.84,5.38,82.06,0,6284.89
2018,6,Summer,Hybrid,West,Los Angeles,34.0522,-118.2437,157.56,26.66,81.34,4.16,74.96,0,4200.0
2019,5,Spring,Truck,South,Houston,29.7604,-95.3698,132.07,41.11,46.99,4.92,74.31,0,5429.01
2015,1,Winter,Truck,East,Philadelphia,39.9526,-75.1652,79.42,49.7,37.72,5.29,66.7,0,3946.94
2023,12,Winter,SUV,East,Philadelphia,39.9526,-75.1652,143.42,34.74,52.44,5.16,79.85,0,4982.93
2018,12,Winter,Hybrid,East,Philadelphia,39.9526,-75.1652,158.53,29.79,57.32,4.36,74.56,0,4722.49
2015,11,Fall,Electric,North,Chicago,41.8781,-87.6298,79.43448866441229,43.71,67.07,5.42,71.69,0,6989.73
2018,5,Spring,Truck,West,Phoenix,33.4484,-112.074,131.28,37.06,50.99,6.39,75.91,0,4865.33
2017,12,Winter,Sedan,Central,Denver,39.7392,-104.9903,94.62,21.93,29.84,3.43,70.73,0,2075.25
2019,3,Spring,SUV,East,Philadelphia,39.9526,-75.1652,163.41,39.11,74.15,3.16,71.68,0,6390.87
2015,1,Winter,SUV,South,Dallas,32.7767,-96.797,107.75,38.92,79.65,5.58,70.32,0,4193.23
2017,12,Winter,SUV,South,Miami,25.7617,-80.1918,115.12,39.09,43.92,6.41,72.13,0,4500.3
2018,8,Summer,SUV,North,Detroit,42.3314,-83.0458,184.19,16.77,50.17,5.44,73.4,0,3089.8
2017,8,Summer,Sedan,East,Charlotte,35.2271,-80.8431,101.16,28.37,42.79,6.06,75.23,0,2870.3
2019,8,Summer,Electric,West,Seattle,47.6062,-122.3321,255.32,53.42,86.34,3.0,78.86,0,13639.87
2020,6,Summer,Electric,Central,Denver,39.7392,-104.9903,93.54,40.06,38.76,7.46,62.38,1,3747.4
2019,7,Summer,Hybrid,South,Houston,29.7604,-95.3698,156.6,31.45,40.75,5.73,74.29,0,4924.4
2020,4,Spring,Truck,Central,Kansas City,39.0997,-94.5786,160.16415615847848,36.41,55.75,11.7,68.64,1,2135.03
2023,1,Winter,Sedan,East,Charlotte,35.2271,-80.8431,126.25,22.86,65.78,3.5,83.95,0,2886.73
2019,5,Spring,Hatchback,North,Boston,42.3601,-71.0589,120.8,16.38,53.31,4.73,75.46,0,1978.96
2023,9,Fall,SUV,Central,Kansas City,39.0997,-94.5786,165.67,34.64,59.5,5.94,85.17,0,5739.33
2015,1,Winter,Sedan,East,Washington,38.9072,-77.0369,94.79,27.61,48.93,4.71,72.55,0,2616.96
2017,6,Summer,Electric,North,Boston,42.3601,-71.0589,205.77,42.59,60.48,4.34,73.02,0,8763.92
2017,3,Spring,Sedan,West,Phoenix,33.4484,-112.074,121.3,20.81,62.15,5.38,69.96,0,2524.3
2022,7,Summer,Van,East,Washington,38.9072,-77.0369,145.57,35.71,23.36,5.14,79.39,0,5197.89
2019,11,Fall,Electric,West,Los Angeles,34.0522,-118.2437,164.13,51.81,58.96,3.57,75.44,0,8503.87
2023,3,Spring,Sedan,Central,Minneapolis,44.9778,-93.265,179.6,24.12,70.81,4.85,83.62,0,4332.93
2021,7,Summer,Hatchback,East,Charlotte,35.2271,-80.8431,116.3,19.12,24.97,4.49,77.42,0,2223.36
2020,10,Fall,SUV,Central,St. Louis,38.627,-90.1994,54.29,35.41,22.31,10.55,71.95,1,1922.19
2021,11,Fall,Truck,East,Washington,38.9072,-77.0369,144.23,44.46,57.34,6.87,83.09,0,6411.84
2020,4,Spring,Sedan,East,Philadelphia,39.9526,-75.1652,62.33,21.0,30.51,11.01,75.87,1,1308.95
2016,6,Summer,SUV,East,Washington,38.9072,-77.0369,209.25,41.25,63.89,3.43,74.54,0,8630.95
2018,1,Winter,SUV,East,Washington,38.9072,-77.0369,141.48,26.93,58.97,5.51,70.61,0,3810.54
2023,12,Winter,SUV,North,Boston,42.3601,-71.0589,137.48,35.37,71.89,5.76,84.17,0,4861.91
2020,1,Winter,Hatchback,South,Houston,29.7604,-95.3698,110.07,22.09,53.91,4.68,79.68,0,2431.83
2023,11,Fall,Truck,South,Miami,25.7617,-80.1918,154.11,49.41,35.4,5.81,85.87,0,7614.42
2015,9,Fall,SUV,Central,Minneapolis,44.9778,-93.265,168.17,37.98,60.23,4.28,69.8,0,6387.29
2016,7,Summer,Van,South,Houston,29.7604,-95.3698,127.18,25.28,60.22,6.42,72.12,0,3214.98
2017,10,Fall,SUV,North,Boston,42.3601,-71.0589,151.52,43.99,43.69,6.07,71.21,0,6664.9
2020,10,Fall,Coupe,West,San Francisco,37.7749,-122.4194,49.44,27.53,49.32,8.42,71.8,1,1360.93
2020,8,Summer,Sedan,West,Phoenix,33.4484,-112.074,57.61,17.8,31.15,11.17,65.03,1,1025.52
2020,5,Spring,Hatchback,Central,Denver,39.7392,-104.9903,55.75,22.43,46.41,11.04,70.23,1,1250.32
2023,5,Spring,Sedan,Central,Minneapolis,44.9778,-93.265,145.29,17.55,59.24,5.13,82.33,0,2550.3
2019,4,Spring,Truck,South,Atlanta,33.749,-84.388,162.56,38.62,94.78,5.18,73.45,0,6278.42
2021,1,Winter,Truck,West,Seattle,47.6062,-122.3321,43.97,38.12,44.49,8.94,67.94,1,1676.01
2021,4,Spring,Hatchback,Central,Denver,39.7392,-104.9903,49.49,20.3,64.45,7.99,74.6,1,1004.48
2017,10,Fall,Sedan,South,Miami,25.7617,-80.1918,36.82081917852653,27.07,28.74,3.47,73.32,0,3711.19
2021,6,Summer,SUV,East,Washington,38.9072,-77.0369,114.4,35.59,71.19,5.86,71.23,1,4071.58
2022,10,Fall,Truck,North,Boston,42.3601,-71.0589,192.59,26.02,58.23,4.76,83.55,0,5010.35
2015,5,Spring,SUV,Central,Denver,39.7392,-104.9903,169.38,35.05,43.63,5.29,71.19,0,5937.22
2021,5,Spring,Coupe,North,Boston,42.3601,-71.0589,179.55212677723821,33.22,64.06,10.3,71.09,1,1579.04
2023,6,Summer,Truck,West,Los Angeles,34.0522,-118.2437,209.87,42.23,68.35,4.95,83.17,0,8863.26
2017,3,Spring,Hybrid,South,Atlanta,33.749,-84.388,146.41,25.37,68.56,4.94,70.6,0,3714.74
2017,2,Winter,Truck,West,Seattle,47.6062,-122.3321,336.54663965132806,36.36,42.62,6.2,73.63,0,3355.87
2017,3,Spring,SUV,East,Baltimore,39.2904,-76.6122,196.39,38.25,69.34,4.72,78.29,0,7512.56
2016,1,Winter,Coupe,North,Detroit,42.3314,-83.0458,60.19,30.47,16.86,6.44,69.76,0,1833.85
2018,1,Winter,SUV,East,Philadelphia,39.9526,-75.1652,131.96,36.6,31.53,6.51,72.1,0,4829.51
2020,10,Fall,Hatchback,North,Detroit,42.3314,-83.0458,45.82,25.1,64.12,9.29,72.86,1,1150.1
2020,8,Summer,SUV,East,Philadelphia,39.9526,-75.1652,93.18,37.09,50.23,6.89,65.65,1,3455.88
2015,10,Fall,SUV,South,Houston,29.7604,-95.3698,136.67,37.68,62.82,4.34,73.09,0,5149.79
2020,3,Spring,Truck,Central,Denver,39.7392,-104.9903,50.7,45.34,63.47,10.94,66.77,1,2298.76
2021,6,Summer,Hatchback,South,Miami,25.7617,-80.1918,57.62,19.53,62.25,10.11,75.54,1,1125.4
2019,6,Summer,Hybrid,Central,Denver,39.7392,-104.9903,177.54,25.87,55.59,6.11,77.34,0,4592.87
2023,8,Summer,SUV,East,Charlotte,35.2271,-80.8431,202.04,36.76,26.97,5.47,82.95,0,7426.62
2017,11,Fall,Sedan,East,Baltimore,39.2904,-76.6122,117.9,27.3,49.41,4.76,69.95,0,3218.34
2017,6,Summer,SUV,East,Washington,38.9072,-77.0369,188.29,28.69,59.45,6.33,75.08,0,5402.6
2019,5,Spring,SUV,Central,Kansas City,39.0997,-94.5786,197.09,45.61,63.26,4.4,76.58,0,8988.44
2023,4,Spring,Hybrid,East,Baltimore,39.2904,-76.6122,211.54,27.13,52.12,3.53,83.68,0,5739.59
2018,6,Summer,Sedan,North,New York,40.7128,-74.006,187.52,27.06,34.12,4.49,80.36,0,5074.36
2021,11,Fall,Truck,Central,St. Louis,38.627,-90.1994,171.06,46.68,63.01,3.69,82.23,0,7984.64
2018,1,Winter,Truck,West,San Francisco,37.7749,-122.4194,143.49,33.87,57.85,5.47,77.36,0,4859.73
2022,6,Summer,Hybrid,West,San Francisco,37.7749,-122.4194,196.47,29.84,64.54,5.21,80.9,0,5863.14
2020,10,Fall,Sedan,East,Charlotte,35.2271,-80.8431,61.46,28.9,53.1,10.13,75.64,1,1776.41
2021,11,Fall,Hybrid,Central,Minneapolis,44.9778,-93.265,142.09,30.64,40.53,5.9,76.59,0,4354.21
2021,9,Fall,Sedan,Central,Kansas City,39.0997,-94.5786,131.92,28.08,74.55,3.06,76.54,0,3703.76
2017,11,Fall,SUV,South,Houston,29.7604,-95.3698,141.21,34.5,38.43,4.89,69.18,0,4871.1
2023,8,Summer,Sedan,West,Phoenix,33.4484,-112.074,197.59,25.08,43.27,3.78,83.63,0,4955.02
2018,4,Spring,Van,Central,Kansas City,39.0997,-94.5786,126.02,30.02,37.27,4.97,71.72,0,3782.89
2019,6,Summer,SUV,South,Dallas,32.7767,-96.797,184.34,25.62,54.7,4.9,76.35,0,4723.64
2023,7,Summer,SUV,South,Atlanta,33.749,-84.388,188.0,44.13,62.21,6.83,81.04,0,8296.35
2021,7,Summer,Hatchback,Central,Denver,39.7392,-104.9903,60.677890806558025,21.11,61.2,6.99,71.37,0,2884.22
2020,3,Spring,Sedan,West,Seattle,47.6062,-122.3321,73.97,23.86,75.35,7.93,68.71,1,1764.71
2015,1,Winter,Truck,Central,Kansas City,39.0997,-94.5786,102.82,40.19,31.5,7.68,68.95,0,4132.39
2021,8,Summer,Coupe,North,Boston,42.3601,-71.0589,119.28,30.98,37.44,4.41,75.71,0,3694.73
2016,6,Summer,Electric,Central,Kansas City,39.0997,-94.5786,169.26,41.36,68.27,5.22,68.19,0,7000.64
2017,11,Fall,Hatchback,West,Los Angeles,34.0522,-118.2437,132.3,15.0,24.97,5.14,75.51,0,1984.53
2018,10,Fall,Coupe,South,Atlanta,33.749,-84.388,88.27,32.81,18.69,5.46,72.59,0,2895.97
2015,8,Summer,Hybrid,South,Dallas,32.7767,-96.797,185.05,25.24,63.35,4.93,67.8,0,4671.36
2021,2,Winter,Truck,South,Miami,25.7617,-80.1918,54.11,38.77,41.01,8.45,74.86,1,2097.51
2022,3,Spring,Hybrid,West,Seattle,47.6062,-122.3321,215.7,30.13,75.87,3.0,92.28,0,6499.93
2017,11,Fall,SUV,South,Dallas,32.7767,-96.797,142.93,36.51,37.78,4.11,73.75,0,5218.09
2015,11,Fall,Sedan,South,Houston,29.7604,-95.3698,119.68,32.17,28.59,5.28,72.59,0,3850.24
2022,6,Summer,Sedan,South,Houston,29.7604,-95.3698,162.1,25.81,39.22,6.3,80.79,0,4183.27
2022,1,Winter,SUV,Central,Minneapolis,44.9778,-93.265,125.2,35.63,66.17,6.7,79.3,0,4460.7
2020,7,Summer,Truck,Central,Minneapolis,44.9778,-93.265,60.69,34.5,41.6,8.63,70.89,1,2093.64
2015,9,Fall,SUV,West,Seattle,47.6062,-122.3321,145.87,31.51,37.69,4.57,72.64,0,4596.85
2022,8,Summer,Sedan,South,Dallas,32.7767,-96.797,177.0,25.86,34.74,4.36,79.01,0,4577.51
2021,9,Fall,SUV,South,Miami,25.7617,-80.1918,164.74,45.9,62.24,5.82,77.88,0,7561.12
2019,3,Spring,Sedan,South,Miami,25.7617,-80.1918,123.49,25.62,63.98,6.75,73.15,0,3164.34
2018,12,Winter,SUV,West,Seattle,47.6062,-122.3321,141.05,34.24,51.15,5.15,71.66,0,4829.79
2018,6,Summer,Truck,Central,Kansas City,39.0997,-94.5786,200.14,41.75,61.64,4.27,75.54,0,8355.2
2022,9,Fall,SUV,South,Atlanta,33.749,-84.388,164.9,35.23,53.3,6.9,79.73,0,5808.87
2018,1,Winter,Hatchback,East,Philadelphia,39.9526,-75.1652,97.38,15.0,28.63,4.75,72.31,0,1460.72
2016,1,Winter,Coupe,West,Seattle,47.6062,-122.3321,88.66,25.72,31.37,5.26,71.73,0,2279.96
2020,12,Winter,SUV,South,Houston,29.7604,-95.3698,54.18,34.18,43.54,9.68,67.17,1,1852.16
2018,9,Fall,Truck,West,Los Angeles,34.0522,-118.2437,135.93,43.34,26.79,5.49,70.49,0,5890.96
2015,6,Summer,Hatchback,East,Philadelphia,39.9526,-75.1652,126.0,18.59,43.39,5.2,66.45,0,2341.83
2020,3,Spring,Van,Central,Minneapolis,44.9778,-93.265,45.21,28.2,47.2,9.62,56.32,1,1274.68
2019,10,Fall,Sedan,West,San Francisco,37.7749,-122.4194,140.17,32.34,75.85,5.05,76.48,0,4532.89
2021,12,Winter,Electric,East,Baltimore,39.2904,-76.6122,158.77,41.04,19.25,5.71,79.67,0,6516.11
2022,8,Summer,SUV,Central,Denver,39.7392,-104.9903,154.36,33.23,33.96,4.71,79.1,0,5130.12
2019,4,Spring,Van,East,Charlotte,35.2271,-80.8431,63.88376388884658,31.55,54.82,3.49,74.41,0,5048.98
2023,7,Summer,Hybrid,Central,Kansas City,39.0997,-94.5786,179.17,28.08,71.97,6.43,86.11,0,5030.62
2016,2,Winter,SUV,Central,Denver,39.7392,-104.9903,144.75,39.07,46.27,5.23,73.16,0,5655.43
2018,7,Summer,SUV,South,Houston,29.7604,-95.3698,165.9,35.74,47.84,5.36,69.33,0,5928.92
2022,11,Fall,Sedan,East,Washington,38.9072,-77.0369,137.02,30.65,32.32,6.31,78.42,0,4200.25
2017,9,Fall,Coupe,West,Phoenix,33.4484,-112.074,98.85,27.87,30.6,5.36,70.81,0,2754.59
2018,7,Summer,Sedan,North,Detroit,42.3314,-83.0458,143.35,18.44,63.0,5.65,80.44,0,2643.66
2023,9,Fall,SUV,East,Charlotte,35.2271,-80.8431,145.94,41.73,33.82,4.94,81.88,0,6090.55
2016,12,Winter,Hybrid,North,New York,40.7128,-74.006,133.11,26.37,65.68,4.31,67.33,0,3510.09
2018,7,Summer,SUV,South,Houston,29.7604,-95.3698,174.99,29.49,46.37,5.93,71.44,0,5160.25
2022,12,Winter,Van,West,Los Angeles,34.0522,-118.2437,245.6770359224113,29.16,41.77,5.64,82.47,0,2549.8
2019,7,Summer,Sedan,South,Miami,25.7617,-80.1918,113.75,22.71,34.42,4.63,67.28,0,2583.49
2018,3,Spring,SUV,Central,Kansas City,39.0997,-94.5786,133.71,37.77,55.13,6.69,73.72,0,5049.99
2016,5,Spring,SUV,West,San Francisco,37.7749,-122.4194,153.2,25.88,30.24,5.61,68.66,0,3965.21
2020,4,Spring,SUV,West,Seattle,47.6062,-122.3321,60.65,32.54,32.81,10.14,60.36,1,1973.24
2018,2,Winter,Sedan,South,Atlanta,33.749,-84.388,108.77,28.65,32.05,6.33,72.16,0,3116.04
2016,10,Fall,Truck,North,New York,40.7128,-74.006,94.52,47.45,51.75,7.27,69.39,0,4484.46
2016,12,Winter,Hybrid,North,Detroit,42.3314,-83.0458,132.5,19.33,72.04,5.54,74.28,0,2560.96
2016,12,Winter,Truck,North,Boston,42.3601,-71.0589,113.93,43.32,59.57,5.66,68.18,0,4935.12
2017,10,Fall,Sedan,East,Charlotte,35.2271,-80.8431,115.72,34.36,49.58,4.66,69.98,0,3976.4
2022,1,Winter,Hatchback,Central,St. Louis,38.627,-90.1994,117.38,20.85,68.74,4.15,77.54,0,2447.54
2022,9,Fall,Sedan,West,San Francisco,37.7749,-122.4194,133.69,24.85,51.14,4.68,79.94,0,3322.67
2015,3,Spring,Sedan,West,Phoenix,33.4484,-112.074,124.49,28.78,64.07,5.18,66.24,0,3582.61
2019,2,Winter,Hybrid,South,Dallas,32.7767,-96.797,139.67,40.05,26.12,4.87,76.4,0,5593.26
2018,4,Spring,SUV,South,Houston,29.7604,-95.3698,169.68,38.43,76.02,6.21,71.09,0,6520.07
2021,12,Winter,Truck,North,Boston,42.3601,-71.0589,131.36,32.53,54.32,4.99,72.96,0,4272.68
2015,5,Spring,Truck,East,Philadelphia,39.9526,-75.1652,123.47,47.99,33.69,6.56,70.68,0,5925.81
2021,11,Fall,Sedan,East,Philadelphia,39.9526,-75.1652,117.6,15.97,20.19,4.61,73.11,0,1878.09
2016,4,Spring,Sedan,Central,St. Louis,38.627,-90.1994,137.76,21.56,60.54,6.73,72.48,0,2970.27
2018,3,Spring,Sedan,East,Washington,38.9072,-77.0369,146.17,28.07,38.69,6.1,76.54,0,4103.64
2019,6,Summer,SUV,East,Baltimore,39.2904,-76.6122,225.6,41.5,34.12,4.02,84.05,0,9363.65
2022,3,Spring,Truck,East,Charlotte,35.2271,-80.8431,163.72,35.48,23.65,4.82,81.64,0,5808.16
2020,4,Spring,Sedan,North,New York,40.7128,-74.006,68.03,25.14,67.44,7.95,69.56,1,1710.68
2019,8,Summer,Hatchback,North,Boston,42.3601,-71.0589,136.51,22.09,35.53,6.23,72.92,0,3015.64
2015,7,Summer,SUV,South,Miami,25.7617,-80.1918,173.7,42.53,23.6,5.77,70.75,0,7387.38
2017,1,Winter,Sedan,West,San Francisco,37.7749,-122.4194,342.64808182975685,23.04,36.08,4.31,66.81,0,2317.02
2022,9,Fall,SUV,East,Washington,38.9072,-77.0369,184.72,31.28,52.67,4.47,86.36,0,5777.46
2023,10,Fall,Coupe,South,Atlanta,33.749,-84.388,92.8,30.59,37.5,6.49,76.61,0,2838.86
2019,12,Winter,Hatchback,South,Dallas,32.7767,-96.797,117.27,26.5,65.4,5.21,79.57,0,3107.07
2016,4,Spring,Truck,East,Baltimore,39.2904,-76.6122,129.72,36.62,38.44,5.8,70.89,0,4749.96
2018,5,Spring,Electric,North,Chicago,41.8781,-87.6298,172.21,48.41,43.93,7.27,78.97,0,8337.28
2019,7,Summer,SUV,Central,Denver,39.7392,-104.9903,237.03,37.99,47.87,3.42,80.63,0,9005.03
2016,5,Spring,Truck,North,New York,40.7128,-74.006,119.13,35.95,37.52,6.99,70.29,0,4282.81
2017,7,Summer,SUV,East,Washington,38.9072,-77.0369,209.11,34.23,54.89,3.55,72.12,0,7157.34
2015,2,Winter,Truck,Central,St. Louis,38.627,-90.1994,128.47,42.67,70.19,5.47,73.3,0,5481.01
2021,12,Winter,Coupe,West,Seattle,47.6062,-122.3321,86.7,29.56,52.18,5.29,75.14,0,2562.87
2019,11,Fall,Coupe,South,Miami,25.7617,-80.1918,97.87,29.5,43.8,4.61,73.59,0,2886.99
2020,12,Winter,Truck,Central,Denver,39.7392,-104.9903,53.1,32.47,50.28,8.44,72.94,1,1724.02
2019,3,Spring,Truck,Central,St. Louis,38.627,-90.1994,182.9,46.08,51.03,5.55,76.53,0,8428.32
2015,10,Fall,Van,East,Charlotte,35.2271,-80.8431,105.49,34.86,48.63,4.78,68.64,0,3677.81
2023,4,Spring,Electric,North,Chicago,41.8781,-87.6298,178.61,47.15,34.82,4.67,82.39,0,8422.12
2023,12,Winter,SUV,East,Charlotte,35.2271,-80.8431,142.44,35.54,51.66,4.68,74.08,0,5061.91
2022,7,Summer,Sedan,Central,Denver,39.7392,-104.9903,147.35,25.52,29.8,5.4,78.92,0,3760.17
2016,9,Fall,Electric,East,Baltimore,39.2904,-76.6122,167.46,39.92,42.56,4.65,73.01,0,6684.2
2023,1,Winter,Electric,East,Baltimore,39.2904,-76.6122,167.95,48.38,36.85,6.22,80.4,0,8124.63
2017,12,Winter,Hybrid,East,Charlotte,35.2271,-80.8431,114.84,20.66,46.25,4.63,73.48,0,2372.52
2020,7,Summer,Sedan,West,San Francisco,37.7749,-122.4194,60.67,29.81,74.46,9.76,70.67,1,1808.43
2023,1,Winter,Hatchback,East,Charlotte,35.2271,-80.8431,106.27,19.45,47.33,6.66,84.21,0,2066.69
2015,5,Spring,Truck,North,Chicago,41.8781,-87.6298,111.87,31.62,40.64,6.2,71.02,0,3537.22
2023,5,Spring,Hatchback,Central,Denver,39.7392,-104.9903,121.67,21.3,33.33,6.47,84.06,0,2591.62
2019,6,Summer,Truck,Central,St. Louis,38.627,-90.1994,184.78,28.92,46.58,5.0,76.36,0,5342.9
2016,8,Summer,Truck,East,Baltimore,39.2904,-76.6122,132.89,34.55,44.56,6.38,68.83,0,4591.56
2015,4,Spring,Truck,North,Boston,42.3601,-71.0589,130.56,41.37,27.85,6.02,67.06,0,5400.78
2020,3,Spring,SUV,North,Boston,42.3601,-71.0589,80.03,41.41,42.42,8.39,65.58,1,3314.08
2023,6,Summer,Sedan,Central,Kansas City,39.0997,-94.5786,173.42,23.54,61.24,5.92,83.2,0,4082.73
2022,4,Spring,Coupe,Central,Denver,39.7392,-104.9903,112.93,37.47,33.31,4.69,83.5,0,4231.07
2015,3,Spring,Hatchback,North,Detroit,42.3314,-83.0458,110.31,23.19,51.12,5.06,71.69,0,2558.38
2017,9,Fall,SUV,Central,Minneapolis,44.9778,-93.265,147.9,33.34,61.73,5.0,79.15,0,4931.16
2018,7,Summer,SUV,South,Houston,29.7604,-95.3698,181.09,37.94,39.49,6.0,75.06,0,6870.11
2016,4,Spring,Sedan,West,Seattle,47.6062,-122.3321,134.0,28.95,29.41,5.89,75.08,0,3879.89
2020,3,Spring,SUV,South,Miami,25.7617,-80.1918,70.01,41.77,28.73,8.25,71.32,1,2924.71
2022,9,Fall,Hatchback,West,Seattle,47.6062,-122.3321,108.66,18.09,49.65,3.84,75.98,0,1965.11
2022,3,Spring,Truck,South,Dallas,32.7767,-96.797,159.03,57.52,63.24,4.3,77.76,0,9148.33
2021,1,Winter,SUV,East,Washington,38.9072,-77.0369,57.11,39.64,37.52,8.74,67.04,1,2263.58
2020,8,Summer,Hybrid,East,Charlotte,35.2271,-80.8431,85.69,31.98,52.67,7.86,63.98,1,2740.29
2017,6,Summer,Hybrid,Central,St. Louis,38.627,-90.1994,186.29,34.24,31.65,5.98,74.62,0,6379.15
2019,9,Fall,Truck,East,Baltimore,39.2904,-76.6122,119.13,35.41,53.29,5.45,68.81,0,4218.19
2018,7,Summer,SUV,South,Houston,29.7604,-95.3698,173.19,30.85,63.64,4.79,72.96,0,5342.17
2021,8,Summer,Electric,East,Washington,38.9072,-77.0369,207.48,51.73,45.46,3.98,76.81,0,10732.15
2015,2,Winter,SUV,West,San Francisco,37.7749,-122.4194,117.0,33.61,50.23,5.94,61.83,0,3932.58
2023,6,Summer,Truck,East,Washington,38.9072,-77.0369,233.04,46.46,82.02,3.0,81.57,0,10826.42
2019,2,Winter,SUV,South,Dallas,32.7767,-96.797,151.1,33.17,51.26,4.71,71.03,0,5011.56
2016,6,Summer,Van,North,Chicago,41.8781,-87.6298,115.48,37.35,49.0,6.13,65.66,0,4312.58
2020,6,Summer,Hatchback,South,Miami,25.7617,-80.1918,60.38,17.16,36.14,9.55,70.47,1,1036.31
2015,8,Summer,SUV,West,Phoenix,33.4484,-112.074,182.04,35.67,61.63,4.02,69.33,0,6493.13
2016,7,Summer,SUV,South,Houston,29.7604,-95.3698,164.56,35.89,74.93,5.21,69.39,0,5905.67
2021,10,Fall,Hatchback,North,Chicago,41.8781,-87.6298,111.73,19.72,50.62,4.45,79.1,0,2202.75
2021,8,Summer,Hybrid,South,Atlanta,33.749,-84.388,159.7,32.22,53.83,4.71,82.07,0,5146.09
2023,11,Fall,SUV,West,San Francisco,37.7749,-122.4194,180.1,32.24,38.15,3.94,85.09,0,5806.57
2021,12,Winter,SUV,East,Washington,38.9072,-77.0369,126.63,28.04,47.75,4.91,72.77,0,3550.67
2015,6,Summer,Hatchback,North,Chicago,41.8781,-87.6298,127.06,20.95,69.55,5.18,67.34,0,2661.69
2020,8,Summer,Sedan,South,Dallas,32.7767,-96.797,59.44,23.45,50.8,10.89,67.55,1,1394.13
